atmospheric_pressure,visible_cloud,wind_direction,wind_speed,sky_color,ocean_wave_speed,temperature,animal_activity,storm_coming
1019.2,Stratus,West,75.4,Gray,Low,Decline,Low,No
1013,Cumulonimbus,West,70,Orange,Low,Decline,Low,Yes
1005.1,Cumulonimbus,South,46.1,Green,High,Stable,High,No
1013.2,Stratus,East,65.8,Orange,Low,Rise,Low,Yes
1023,Cirrus,East,77.1,Green,High,Rise,High,No
1003.7,Cirrus,South,78.4,Blue,Medium,Stable,Medium,No
1012.9,Cumulonimbus,South,63.2,,High,Stable,High,Yes
1012.3,Cumulonimbus,East,59.8,Orange,Low,Decline,Low,Yes
1014,Cumulonimbus,,56.7,Orange,High,Stable,High,Yes
1013.1,Cumulonimbus,East,61,Orange,Low,Decline,Low,Yes
1006.5,Cirrus,East,84.5,Green,High,Rise,Low,No
1018.5,Cirrus,East,79.8,Green,Medium,Decline,Low,No
1012.5,Cumulonimbus,East,51.7,Orange,Medium,Decline,Low,Yes
1013.8,Stratus,North,57,Gray,Low,Decline,High,Yes
1002.3,Cirrus,West,83.2,Green,Medium,Rise,High,No
1003.6,Stratus,East,79.1,Gray,Low,Decline,High,No
1013.6,Cumulonimbus,East,64.5,Blue,Low,Decline,Low,Yes
1012.8,Cumulonimbus,West,68.2,Orange,High,Rise,Low,Yes
1002.2,Stratus,South,79.7,Gray,High,Stable,Medium,No
1012.1,Cirrus,West,50.9,,High,Decline,High,Yes
1013.3,Cumulonimbus,South,47.1,Orange,High,Stable,Low,Yes
1012,Cumulonimbus,,62.2,Blue,Medium,Decline,Medium,Yes
1022,Cirrus,North,80.1,Green,High,Stable,Low,No
1011.3,Cumulonimbus,East,64.5,Orange,Low,Stable,Low,Yes
1003.6,Cumulonimbus,East,82,Blue,Low,Decline,High,No
1011.5,Cumulonimbus,,54,Orange,Medium,Rise,Medium,Yes
1005.3,Cirrus,South,75,Gray,Low,Stable,Low,No
1003.5,Cirrus,East,46,Green,Low,Decline,Low,No
1013.7,Cumulonimbus,South,73.5,Orange,High,,Low,Yes
1011.5,Stratus,South,54.3,Orange,High,Decline,High,Yes
1011.1,Cumulonimbus,South,64,,High,Decline,High,Yes
1011.4,Stratus,South,52.2,Orange,High,Stable,High,Yes
1003.4,Stratus,East,80.3,Green,High,Decline,High,No
1011.5,Cumulonimbus,East,53.2,Orange,Low,Rise,Low,Yes
1006,Cirrus,East,45.6,Green,High,,Low,No
1006.5,Cirrus,West,82.5,Green,Low,Decline,High,No
1012.4,Cumulonimbus,South,44.6,Orange,Medium,Stable,High,Yes
1006,Stratus,East,79.7,Green,Low,Decline,Low,No
1004.7,Cirrus,South,80.8,Green,Medium,Decline,High,No
1011.3,Cumulonimbus,East,68.3,,Low,Decline,Medium,Yes
1013.7,Cirrus,East,62.1,Orange,Low,Rise,Low,Yes
1003.1,Stratus,East,80.4,Green,Medium,Decline,High,No
1012.4,Cumulonimbus,East,72.4,Orange,Medium,Decline,Low,Yes
1012.9,Cumulonimbus,South,52.6,Orange,Low,,High,Yes
1011.6,Stratus,East,73.7,Blue,Low,Decline,Low,Yes
1012.7,Stratus,East,46.4,Orange,High,Rise,Medium,Yes
1002.4,Cirrus,West,82.4,Green,High,Decline,High,No
1005.4,Cumulonimbus,East,75.1,Green,Medium,Decline,High,No
1004.1,Cumulonimbus,East,75.6,Blue,High,Stable,High,No
1003.5,Cumulonimbus,West,59.6,Orange,Low,Decline,High,Yes
1011.6,Stratus,East,70.2,Orange,Low,Rise,High,Yes
1003.4,Cirrus,East,79.8,Gray,Low,Decline,Low,No
1012.5,Cumulonimbus,South,40.8,Orange,High,Stable,Medium,Yes
1005.5,Cumulonimbus,South,82.9,Green,High,Stable,High,No
1002.8,Cirrus,South,82.5,Green,High,Rise,High,No
1004.6,Cirrus,South,75.8,Green,Medium,Stable,High,No
1013.4,Cumulonimbus,South,48.4,Orange,High,Stable,High,Yes
1025,Cirrus,East,80.5,Green,High,Rise,High,No
1012.8,Cirrus,,58.4,Orange,High,Stable,High,Yes
1012.8,Stratus,East,70.4,Orange,High,,High,Yes
1011.6,Cumulonimbus,,64.9,Blue,High,Stable,High,Yes
1013.8,Cumulonimbus,East,55.1,Orange,Medium,,High,Yes
1013.2,Cumulonimbus,South,51.6,Blue,High,Decline,High,Yes
1013.7,Stratus,East,67.3,Orange,Low,Rise,High,Yes
1012.9,Stratus,South,66.2,,Low,Stable,High,Yes
1013.7,Cirrus,East,72.8,Orange,Low,Decline,Low,Yes
1002,Stratus,South,83.8,Green,High,Decline,Medium,No
1013.4,Cumulonimbus,East,41.8,Orange,Low,Decline,Low,Yes
1011.7,Cirrus,East,61.3,Blue,Low,Decline,High,Yes
1004.9,Cumulonimbus,East,57.8,Orange,Low,Decline,Medium,Yes
1004.9,Cumulonimbus,East,81.5,Green,High,Decline,Low,No
1011.3,Stratus,East,44.8,,Low,Decline,Low,Yes
1013.2,Cirrus,East,69.2,Orange,Low,Decline,Low,Yes
1005.2,Cirrus,South,78.1,Green,High,Rise,Medium,No
1013.8,Cumulonimbus,East,64.4,Orange,High,Decline,Low,Yes
1004.5,Cumulonimbus,West,81.2,,High,Decline,High,No
1011.9,Stratus,South,46.2,Orange,High,Decline,High,Yes
1011.8,Cumulonimbus,East,62.5,Orange,High,Rise,High,Yes
1012.1,Cumulonimbus,South,69,Orange,High,Stable,High,Yes
1011.7,Cirrus,East,44.4,Orange,Low,Stable,Low,Yes
1011.1,Cirrus,East,46.8,Orange,Low,Decline,Low,Yes
1013.7,Cumulonimbus,South,71.9,Orange,Low,Decline,High,Yes
1013.7,Cumulonimbus,North,60.9,Orange,Low,Stable,Low,Yes
1022.7,Cumulonimbus,East,76.6,Blue,Medium,Decline,Low,No
1022.4,Cirrus,East,81.7,Blue,High,Decline,Low,No
1002.8,Cirrus,,82.9,Blue,Low,Decline,Low,No
1007,Cirrus,South,75.5,Blue,Medium,Stable,Medium,No
1012,Cumulonimbus,South,46.9,Orange,Medium,Stable,High,Yes
1011.8,Cumulonimbus,South,45.7,Orange,High,Stable,High,Yes
1012.1,Stratus,East,69,Orange,Low,Decline,High,Yes
1012.9,Cumulonimbus,North,52.9,Orange,Low,Stable,Low,Yes
1005.2,Cirrus,West,83.1,Green,Low,Decline,Low,No
1005.8,Cirrus,East,78.3,Green,High,Stable,High,No
1023.5,Cirrus,East,45.7,Green,Low,Rise,Low,No
1012.1,Cumulonimbus,South,71.3,Orange,Medium,Rise,High,Yes
1013.7,Cumulonimbus,East,40.5,Orange,Low,Decline,Medium,Yes
1018.7,Cirrus,East,79.3,Gray,Low,Stable,Medium,No
1013.5,Cumulonimbus,East,53.9,Orange,Low,Rise,Low,Yes
1024.6,Cirrus,East,82.6,Green,High,Stable,Medium,No
1013.7,Cumulonimbus,East,62.3,Orange,Low,Decline,Low,Yes
1006.9,Cirrus,North,83,,Low,Stable,Low,No
1011.1,Cumulonimbus,West,64.9,Orange,Low,,Medium,Yes
1012.1,Cirrus,West,67,Orange,High,Stable,Medium,Yes
1011.1,Cumulonimbus,South,63.2,,Low,Decline,High,Yes
1013.4,Cumulonimbus,East,65.1,Orange,High,Stable,High,Yes
1011.2,Stratus,South,50.8,Orange,Low,Rise,High,Yes
1002.5,Cumulonimbus,East,77.7,Gray,High,Stable,Low,No
1013.2,Cumulonimbus,South,42.7,Orange,High,Decline,High,Yes
1014,Cumulonimbus,South,54.7,Orange,High,Stable,High,Yes
1012.7,Cumulonimbus,East,54.7,Orange,High,Decline,High,Yes
1006.9,Stratus,West,75.1,Green,High,Rise,Medium,No
1003.8,Stratus,South,82.9,Green,High,Rise,High,No
1013.9,Cumulonimbus,East,70.6,Orange,Medium,Stable,High,Yes
1006.1,Cirrus,East,79.9,Green,Low,Stable,Low,No
1002.1,Cirrus,West,83.8,Green,High,Stable,High,No
1004.7,Stratus,South,80.3,Green,High,Rise,Low,No
1002.8,Cumulonimbus,South,80.2,Green,High,Decline,High,No
1003.7,Cumulonimbus,East,56.8,Orange,Low,Decline,Medium,Yes
1006.6,Cumulonimbus,East,83.2,Green,Low,Rise,Low,No
1012,Cumulonimbus,South,58.5,Orange,Low,Stable,High,Yes
1003.4,Cumulonimbus,South,45.8,Blue,High,,High,Yes
1013.1,Cumulonimbus,West,52.9,Orange,High,Decline,Low,Yes
1005.5,Cirrus,East,77.3,Blue,Low,Decline,Low,No
1006.6,Cirrus,East,84.3,Gray,Low,Decline,Low,No
1003.3,Cirrus,East,84.6,Green,Low,Decline,Low,No
1006.2,Cirrus,,76,Gray,Low,Decline,Medium,No
1004.8,Cirrus,South,83.3,,High,Stable,High,No
1012.2,Cirrus,East,71.9,Orange,Low,Stable,Medium,Yes
1004.2,Cirrus,South,77.1,Green,Medium,Rise,Low,No
1004.9,Cirrus,East,43.3,Gray,Low,Stable,Low,No
1012.8,Cumulonimbus,,52.6,Gray,Low,Rise,Low,Yes
1006.6,Cirrus,South,76.6,Green,High,Stable,High,No
1004.1,Cirrus,East,82,Green,High,Stable,Low,No
1005.9,Cumulonimbus,East,69.6,Orange,Medium,Decline,Low,Yes
1005.6,Cirrus,South,83.8,Gray,High,Rise,Low,No
1004.4,Cirrus,East,46.9,Blue,Low,Decline,Medium,No
1007,Cirrus,South,81.9,Green,High,Stable,High,No
1002.7,Cirrus,South,84.2,Gray,High,Rise,High,No
1019,Stratus,East,84.3,Green,Medium,Decline,Low,No
1003.1,Cumulonimbus,East,59.6,Gray,Low,Decline,Low,Yes
1012.1,Cumulonimbus,,60.4,,Medium,Decline,Low,Yes
1005.1,Cumulonimbus,South,83.8,Green,Low,Stable,Low,No
1012.6,Cumulonimbus,West,62.7,Gray,High,Stable,High,Yes
1002,Cirrus,East,80.7,Green,Low,Decline,Medium,No
1005.7,Stratus,South,47.1,Blue,Low,Decline,High,No
1003.3,Cirrus,East,80.3,Green,Medium,Decline,High,No
1002.1,Cirrus,East,76.7,Green,Low,Decline,Low,No
1013.3,Cumulonimbus,West,47.1,Orange,Medium,,Medium,Yes
1006.6,Cirrus,South,79.6,Green,Low,Rise,High,No
1018.5,Cirrus,South,81.5,Gray,High,Stable,Medium,No
1002.9,Stratus,East,81.1,Green,Low,,Medium,No
1011.5,Cumulonimbus,East,62.4,Orange,Low,Decline,Low,Yes
1006.6,Stratus,East,83.6,Green,Low,Decline,Low,No
1011.7,Cirrus,East,63.5,Orange,Low,Decline,Low,Yes
1002.1,Cumulonimbus,South,76.5,Green,Medium,Stable,High,No
1006.5,Cirrus,South,78.9,Green,Low,Rise,High,No
1002,Cirrus,North,47.4,Blue,Medium,Stable,High,No
1005.7,Cirrus,East,80.6,Gray,Low,Decline,High,No
1013.7,Cirrus,East,54.4,Orange,Low,Rise,High,Yes
1003.3,Cumulonimbus,East,50.6,Orange,High,Decline,Medium,Yes
1023.6,Cirrus,South,76.6,Green,High,Stable,Low,No
1024.8,Cirrus,East,76.5,Green,High,Stable,Medium,No
1013.2,Cumulonimbus,East,52,Orange,High,Decline,Low,Yes
1013.2,Stratus,South,50.6,Orange,High,Stable,High,Yes
1005.5,Cirrus,East,80.3,Green,High,Decline,High,No
1004.6,Cumulonimbus,East,84.8,Green,High,Rise,Low,No
1012.5,Cumulonimbus,West,68.5,Orange,High,Stable,High,Yes
1003.2,Stratus,South,79.1,Green,High,Stable,Medium,No
1006.4,Cirrus,South,84.4,Gray,Low,Decline,High,No
1004.5,Cirrus,East,82.6,Gray,Medium,Decline,High,No
1022.4,Cirrus,East,84.4,Gray,Low,Decline,Low,No
1002.9,Cirrus,West,81.7,Green,High,Decline,High,No
1024.4,Cirrus,West,79.6,Green,High,Stable,High,No
1005.5,Cumulonimbus,South,45.8,Orange,High,Stable,High,Yes
1012.5,Cumulonimbus,South,70.3,Blue,Low,Stable,High,Yes
1002.3,Cirrus,West,83.4,Green,Low,Decline,Low,No
1002.2,Cirrus,East,81.2,Gray,High,Decline,Low,No
1012.6,Cumulonimbus,East,53.5,Orange,Low,Decline,Low,Yes
1011.7,Cumulonimbus,East,67.3,,Low,Stable,High,Yes
1002,Cirrus,South,78.1,Gray,High,Rise,High,No
1006.4,Cirrus,East,76.4,Blue,Medium,Decline,Low,No
1023.2,Cirrus,South,84.2,Green,Medium,Rise,High,No
1004.4,Cirrus,South,78.7,Green,Low,Rise,High,No
1011.7,Cumulonimbus,South,73.1,Orange,High,Stable,Medium,Yes
1005.7,Cirrus,South,82.3,Gray,High,Rise,Low,No
1014,Cirrus,South,64.5,Orange,High,Rise,Medium,Yes
1011.3,Cumulonimbus,South,54.1,Orange,High,Rise,Low,Yes
1012.9,Cumulonimbus,East,73.1,Orange,Low,Decline,Low,Yes
1013.7,Cumulonimbus,South,48.3,Orange,High,,Medium,Yes
1002.6,Cumulonimbus,East,82.1,Green,Low,Rise,Low,No
1013.5,Cumulonimbus,East,66.8,Orange,Low,Rise,Low,Yes
1013.5,Cumulonimbus,South,47.7,Orange,Medium,Stable,High,Yes
1013.3,Cumulonimbus,North,53.7,Orange,High,Decline,Low,Yes
1012.6,Cumulonimbus,East,60.4,Orange,High,Decline,Low,Yes
1012.9,Cumulonimbus,West,65.5,Orange,High,Stable,Low,Yes
1002.3,Cirrus,West,79.4,Gray,High,Stable,High,No
1005,Cumulonimbus,East,84.8,Green,Low,Stable,Low,No
1003.8,Cirrus,West,45.8,Green,Low,Stable,Low,No
1006.5,Cumulonimbus,East,84.7,Green,Low,Decline,Low,No
1014,Cumulonimbus,South,67.8,Orange,High,Stable,Low,Yes
1003.5,Cumulonimbus,East,59.8,Blue,High,Rise,Low,Yes
1013.6,Cirrus,East,62,Orange,Low,Decline,Low,Yes
1012.6,Cumulonimbus,North,69.1,Orange,Medium,Decline,Low,Yes
1005.6,Stratus,West,84.3,Green,Low,Decline,Low,No
1006.1,Cumulonimbus,South,81.6,Green,High,Stable,High,No
1011.8,Cumulonimbus,,53.6,Orange,Medium,,Low,Yes
1002.7,Stratus,East,43.2,Gray,Low,Rise,Medium,No
1004.5,Cirrus,East,41.9,Green,Low,Decline,Low,No
1002.5,Stratus,East,55.7,Orange,Low,Decline,Low,Yes
1004,Cirrus,West,80.2,Green,High,Stable,Medium,No
1012,Cumulonimbus,East,61.7,Orange,Low,Decline,Low,Yes
1007,Cirrus,East,76.8,Blue,High,Stable,High,No
1002.5,Cirrus,East,75.9,Green,High,Stable,Medium,No
1006.1,Cirrus,South,44.1,Blue,High,Stable,High,No
1012.3,Stratus,East,45.8,Orange,High,Stable,High,Yes
1004.4,Cirrus,North,64.2,Orange,High,Stable,Low,Yes
1012.7,Stratus,South,54,Orange,Medium,Stable,High,Yes
1011.7,Cumulonimbus,South,72.2,Gray,Medium,Decline,Medium,Yes
1014,Cumulonimbus,West,55.6,Orange,High,Decline,Low,Yes
1004.1,Stratus,South,79.4,Green,High,Stable,High,No
1002,Cirrus,South,81.6,Green,Low,Decline,High,No
1012.3,Cumulonimbus,West,70.1,Orange,Low,Stable,Low,Yes
1005.3,Cirrus,East,78,Green,High,Decline,High,No
1005.4,Cirrus,East,48.5,Green,Low,Decline,Medium,No
1018.5,Cumulonimbus,East,81,Gray,High,Decline,Medium,No
1020.1,Cumulonimbus,East,85,Green,Low,Stable,Low,No
1011.6,Cumulonimbus,East,71.8,Gray,Medium,Decline,Low,Yes
1003.2,Cirrus,South,47.9,Green,High,Stable,High,No
1003.7,Cirrus,North,79.9,Blue,High,Rise,Low,No
1012.5,Cumulonimbus,East,70.2,Orange,Low,Decline,Medium,Yes
1006.5,Cirrus,South,81.4,Blue,Low,,High,No
1012.9,Cumulonimbus,East,53.6,Gray,Low,Decline,High,Yes
1013.4,Cirrus,South,52.9,Orange,High,Decline,High,Yes
1005.2,Cirrus,East,76,Green,High,Decline,High,No
1003.7,Cumulonimbus,South,52.7,Orange,Low,Decline,High,Yes
1011.8,Cumulonimbus,East,45.2,Orange,Low,Decline,High,Yes
1004.2,Cirrus,West,80.9,Green,Low,Stable,Medium,No
1006.7,Stratus,South,42.2,Green,High,Stable,Low,No
1013.1,Cumulonimbus,South,60,Blue,High,Stable,High,Yes
1013.9,Cumulonimbus,,61.8,Blue,Low,Stable,Low,Yes
1005.3,Stratus,East,41.8,Gray,Medium,Decline,Medium,No
1003.7,Cirrus,West,79.5,Blue,High,Decline,Medium,No
1021.6,Cumulonimbus,North,45.7,Blue,Medium,Decline,Low,No
1004.8,Cirrus,South,75.1,Green,High,Decline,High,No
1011.5,Cirrus,East,53.6,Blue,Low,Decline,Low,Yes
1022.2,Stratus,East,83.6,Blue,Low,Decline,Low,No
1013,Stratus,West,44.3,Gray,High,Decline,Low,Yes
1011.6,Cumulonimbus,South,70.2,Orange,High,Decline,Low,Yes
1011,Cumulonimbus,East,58.4,Blue,Low,Decline,Medium,Yes
1002.9,Cumulonimbus,West,82.8,Green,Medium,Decline,Medium,No
1002.2,Cirrus,East,75.6,Gray,Low,Stable,Low,No
1004.2,Cirrus,North,77.2,Blue,Low,Decline,Low,No
1005.6,Cirrus,,75.1,Gray,Low,Stable,Low,No
1013.3,Cumulonimbus,West,68.4,Orange,Low,Decline,High,Yes
1020.1,Cirrus,South,84.9,Green,Medium,Stable,Medium,No
1003,Stratus,East,61,Gray,Low,Rise,Low,Yes
1003.5,Cirrus,South,77.8,Blue,High,Rise,High,No
1002.3,Cirrus,,48.5,Green,Low,Decline,High,No
1020.5,Cirrus,East,78.6,Green,Low,Decline,Medium,No
1005,Cirrus,West,78.3,Green,Low,Decline,Low,No
1011.6,Cumulonimbus,South,57.7,Orange,High,Stable,High,Yes
1020.3,Cirrus,East,75.3,Green,Medium,Decline,Medium,No
1002.9,Cumulonimbus,,84.7,Gray,High,Stable,High,No
1006.5,Cumulonimbus,South,44.5,Green,Low,Stable,High,No
1013,Cumulonimbus,East,60.6,Gray,Low,Decline,Low,Yes
1005.6,Cirrus,,48.1,Green,Low,Decline,Low,No
1013.6,Stratus,South,65.3,Orange,High,Rise,High,Yes
1012.6,Cumulonimbus,East,60.4,Orange,Low,Decline,Low,Yes
1002.6,Cirrus,East,79.3,Gray,Low,Decline,Low,No
1005,Cirrus,,78.3,Green,High,Decline,Low,No
1013.7,Cumulonimbus,South,50.7,Orange,Low,Rise,Medium,Yes
1005.8,Cirrus,East,79.6,Green,Medium,,Low,No
1013.6,Cumulonimbus,East,40.3,Blue,Low,Decline,Low,Yes
1003,Cumulonimbus,East,83.9,Green,Medium,Decline,Low,No
1003.6,Cirrus,North,84,Green,High,Decline,Low,No
1012.2,Cumulonimbus,South,55.4,Orange,Medium,Decline,High,Yes
1002.2,Cirrus,South,41.5,Gray,Medium,Stable,High,No
1012.7,Cirrus,West,73.2,Orange,Medium,Decline,Low,Yes
1002.3,Cirrus,East,77,Blue,High,Stable,High,No
1002.3,Cirrus,East,81.3,Green,High,Stable,Low,No
1005.7,Cirrus,East,82.3,Blue,Low,Rise,Medium,No
1013,Cumulonimbus,East,57.7,Orange,Low,Rise,Low,Yes
1011.8,Cirrus,East,51,Orange,High,Decline,Medium,Yes
1006.9,Cirrus,East,77.2,Green,Low,Stable,Low,No
1006,Cirrus,West,44.4,Green,High,Stable,High,No
1012.4,Cumulonimbus,West,59.9,Orange,High,Stable,Low,Yes
1011.5,Cumulonimbus,East,61.7,Orange,Low,Decline,Low,Yes
1013.8,Stratus,South,72.9,Orange,High,Rise,High,Yes
1002.2,Cirrus,South,81.3,Green,High,Rise,High,No
1006.4,Cirrus,East,83.2,Green,High,Decline,Medium,No
1013.9,Stratus,East,51.4,Orange,High,Decline,High,Yes
1005.1,Cumulonimbus,South,67.3,Orange,High,Rise,High,Yes
1002.7,Stratus,East,80.9,Green,Low,,Low,No
1006.3,Cirrus,,75.6,Green,High,Stable,Medium,No
1022.8,Cumulonimbus,South,44.3,Green,High,Stable,High,No
1022.9,Cirrus,West,82.1,Green,High,Stable,Medium,No
1003,Cirrus,West,83.7,Green,Low,Decline,Low,No
1002.5,Cirrus,South,80,Blue,High,Stable,High,No
1018,Cirrus,North,78.6,Green,Low,Decline,Low,No
1013.7,Cumulonimbus,South,68.8,Orange,High,Stable,High,Yes
1002.9,Cumulonimbus,South,83.6,Green,Medium,Stable,High,No
1023.2,Cirrus,South,83.3,Green,Low,Stable,Medium,No
1013.5,Cumulonimbus,South,55.6,Orange,High,Stable,High,Yes
1012.3,Cumulonimbus,South,65.5,Orange,High,Rise,High,Yes
1011.1,Cumulonimbus,South,62.4,Gray,High,Stable,High,Yes
1013.4,Cumulonimbus,South,45.1,Orange,High,Stable,High,Yes
1006.8,Cirrus,East,81,Green,Medium,Stable,Low,No
1011.2,Cirrus,South,58.7,Orange,High,Rise,Low,Yes
1012.2,Cumulonimbus,East,61.3,Orange,Low,Decline,Low,Yes
1013.6,Cumulonimbus,East,55.8,Orange,Medium,Decline,Medium,Yes
1012.7,Cumulonimbus,South,46,Orange,High,Stable,High,Yes
1002.8,Cirrus,South,58.5,Orange,High,Stable,High,Yes
1013,Cumulonimbus,South,58.7,Orange,High,Stable,High,Yes
1011.3,Cumulonimbus,North,51.4,,Medium,Decline,Low,Yes
1013,Cumulonimbus,East,65.4,Blue,Low,Decline,Low,Yes
1003,Cirrus,East,81.5,Gray,Medium,Rise,Low,No
1002.7,Cumulonimbus,West,76.9,,High,Stable,High,No
1013.1,Stratus,West,72.6,Orange,Low,Stable,High,Yes
1018.8,Cumulonimbus,East,83.4,Green,Low,Decline,Low,No
1006.6,Cirrus,,69.3,Orange,High,Decline,Low,Yes
1002.5,Cirrus,South,80.6,,Low,Stable,High,No
1012.8,Cumulonimbus,South,71.8,Gray,Medium,Stable,High,Yes
1013.8,Cumulonimbus,East,42.8,Orange,Low,Decline,Low,Yes
1005.9,Cirrus,South,43.6,Green,Low,Stable,High,No
1004.1,Stratus,East,77.7,Green,Low,Decline,Low,No
1006.7,Cumulonimbus,South,75.4,Green,High,Stable,High,No
1012,Cumulonimbus,South,53.3,Orange,Medium,Stable,High,Yes
1005.6,Cirrus,South,40,Green,High,Stable,Low,No
1012.8,Cumulonimbus,East,60.2,Orange,Low,Decline,High,Yes
1012.7,Cumulonimbus,East,54.8,Orange,High,Rise,Low,Yes
1005.4,Stratus,West,80.4,Green,Low,,Medium,No
1002.1,Cirrus,East,45,Blue,Low,Decline,Low,No
1004.6,Stratus,West,76.3,Green,High,Rise,Medium,No
1013.9,Cumulonimbus,South,61.4,Orange,High,Decline,High,Yes
1013.6,Cumulonimbus,South,55.6,Gray,Low,Stable,High,Yes
1011.1,Cumulonimbus,North,61.7,Orange,High,Decline,Low,Yes
1013.4,Cumulonimbus,South,54.7,Orange,High,Decline,Low,Yes
1011.6,Cumulonimbus,East,56.1,Orange,Low,Decline,Low,Yes
1013.2,Stratus,South,72.5,Orange,Medium,Decline,High,Yes
1020.7,Cirrus,West,79.7,Green,Low,Stable,High,No
1012.2,Cumulonimbus,South,53.3,Orange,High,Decline,High,Yes
1003.6,Cirrus,East,82,Green,High,Decline,Low,No
1005,Stratus,South,44,Green,High,Stable,High,No
1012.2,Stratus,East,70.7,Orange,High,Stable,High,Yes
1005.5,Cumulonimbus,West,52.5,Orange,Low,Decline,Medium,Yes
1012.8,Cumulonimbus,South,55.4,Orange,High,Decline,High,Yes
1003.1,Cirrus,East,40.1,Green,Low,Decline,Low,No
1004.9,Stratus,West,52.3,Orange,Low,Rise,High,Yes
1002.7,Cumulonimbus,South,77.1,Gray,High,Stable,High,No
1007,Cirrus,South,76.1,Gray,High,Stable,Low,No
1003.9,Cumulonimbus,East,82,Green,Low,Decline,Low,No
1003.1,Stratus,South,83.9,Green,High,Rise,Medium,No
1013.1,Cumulonimbus,West,70.8,Blue,Low,Decline,Low,Yes
1014,Stratus,North,53.7,Blue,Low,Decline,Low,Yes
1004.8,Cirrus,North,84.3,Green,High,Decline,Low,No
1004.4,Cirrus,East,82.2,Green,Low,Decline,Low,No
1006.8,Cirrus,East,81.5,Green,Low,Decline,Low,No
1005.8,Cumulonimbus,South,80.7,Green,Medium,Stable,High,No
1004,Cirrus,South,78.9,Green,High,Stable,Medium,No
1006.7,Cumulonimbus,East,78.6,Gray,Low,Decline,Low,No
1012.5,Cirrus,East,73.7,Orange,Low,Stable,High,Yes
1006.1,Cumulonimbus,West,70.5,Orange,Low,Decline,Low,Yes
1012.8,Cirrus,East,61.4,Orange,Low,Decline,Low,Yes
1013.5,Cumulonimbus,East,51.2,Orange,High,Stable,Low,Yes
1012.6,Cirrus,West,65.3,Orange,High,Decline,Low,Yes
1005.4,Cumulonimbus,East,81.4,Gray,Low,Decline,Medium,No
1012.8,Cirrus,South,54.6,Orange,High,Decline,High,Yes
1006.6,Cirrus,,75.7,Green,Low,Decline,Low,No
1005.7,Stratus,,78.8,,Low,Rise,Low,No
1004.4,Cirrus,West,80.5,Green,High,Decline,High,No
1002.1,Cirrus,South,78.7,Green,High,Decline,High,No
1012.5,Cumulonimbus,East,61.9,Orange,High,Rise,High,Yes
1013.3,Cumulonimbus,West,50,Gray,Low,Stable,High,Yes
1004.8,Stratus,North,80.5,Green,Low,Stable,Low,No
1012.2,Stratus,South,53.7,Gray,High,,Medium,Yes
1013.3,Cirrus,South,52,Orange,Medium,Stable,High,Yes
1006.5,Cirrus,East,75.9,Gray,Low,Decline,Low,No
1011.4,Cumulonimbus,South,71.5,Orange,High,Stable,High,Yes
1011.9,Cumulonimbus,South,59.8,Orange,Low,Rise,High,Yes
1012.4,Cumulonimbus,South,51.7,Orange,High,Stable,Medium,Yes
1003.7,Cirrus,North,76.9,,Low,Decline,Low,No
1004.1,Cumulonimbus,South,65,,High,Decline,High,Yes
1014,Cumulonimbus,East,46.6,Orange,High,Decline,High,Yes
1004,Cirrus,West,84.9,Gray,High,Decline,High,No
1011.1,Cumulonimbus,East,69.4,Orange,Medium,Decline,Low,Yes
1019.7,Cirrus,East,78,Blue,High,Rise,Low,No
1003.3,Cirrus,South,78,Green,High,Decline,Low,No
1006,Cirrus,East,80.9,Green,Low,Stable,Low,No
1002.9,Stratus,East,75.1,Blue,Medium,Decline,Low,No
1013.3,Cumulonimbus,East,66.9,Orange,High,Decline,Medium,Yes
1002.6,Cirrus,West,77.5,Green,High,Rise,High,No
1004,Cirrus,South,77.3,Gray,High,Stable,High,No
1019.1,Cirrus,East,80.4,Green,Low,Decline,Low,No
1007,Cirrus,East,77.8,Green,Medium,Decline,Low,No
1011.2,Cirrus,East,44.2,Orange,High,Decline,High,Yes
1013.8,Cumulonimbus,East,68.4,Orange,Low,Decline,Medium,Yes
1011.1,Cumulonimbus,East,62.8,Orange,Low,Rise,Low,Yes
1003.8,Stratus,East,78.2,Green,High,Stable,High,No
1004.8,Stratus,East,77,Blue,High,Decline,Low,No
1005.5,Stratus,East,77.9,Green,High,Stable,High,No
1003.7,Stratus,West,70.9,Orange,High,Decline,High,Yes
1004,Cirrus,,82.9,Green,Low,Decline,Low,No
1005.6,Cirrus,East,82.1,Blue,Low,Decline,Low,No
1006.2,Cirrus,East,80.8,Green,Low,Decline,High,No
1012.8,Cumulonimbus,East,51.4,Blue,High,Rise,Low,Yes
1005,Cirrus,East,83.2,Blue,Low,Decline,Low,No
1012.4,Cumulonimbus,South,60.4,Orange,High,Rise,High,Yes
1005.3,Cirrus,East,44.5,Gray,Low,Rise,Medium,No
1012.7,Cumulonimbus,South,63.9,Orange,Medium,Stable,High,Yes
1003.9,Cirrus,South,77.4,Green,Medium,Decline,High,No
1012.2,Cumulonimbus,South,45.9,Orange,Medium,Rise,High,Yes
1012.2,Stratus,East,72.5,Orange,Low,Stable,Low,Yes
1014,Cumulonimbus,East,44.2,Orange,High,Decline,Low,Yes
1013.5,Cumulonimbus,East,50.6,Orange,Low,Decline,Low,Yes
1012.1,Cumulonimbus,West,73.4,Orange,High,Stable,Medium,Yes
